,Text#,Type,Issued,Title,Language,Authors,Bookshelves,BookId
8602,22103,Text,2007-07-19,"With a Highland Regiment in Mesopotamia
1916â1917",en,Anonymous,World War I,8602
8603,22106,Text,2007-07-19,John Knox,en,"Innes, A. Taylor (Alexander Taylor), 1833-1912",Famous Scots Series,8603
8604,22107,Text,2007-07-19,Wood-Carving: Design and Workmanship,en,"Jack, George; Lethaby, W. R. (William Richard), 1857-1931 [Editor]",Crafts; Technology; Woodwork,8604
8605,22108,Text,2007-07-19,The Untroubled Mind,en,"Hall, Herbert J. (Herbert James), 1870-1923",Psychology,8605
8606,22110,Text,2007-07-20,Martian V.F.W.,en,"Vandenburg, G. L.",Science Fiction,8606
8607,22111,Text,2007-07-20,"Pour cause de fin de bail
OEuvres anthumes",fr,"Allais, Alphonse, 1854-1905",FR Humour,8607
8608,22113,Text,2007-07-20,Peggy Stewart at School,en,"Jackson, Gabrielle E. (Gabrielle Emilie), 1861-",Children's Book Series,8608
8609,22114,Text,2007-07-21,A Plain Cookery Book for the Working Classes,en,"Francatelli, Charles ElmÃ©, 1805-1876",Technology; Cookbooks and Cooking,8609
8610,22117,Text,2007-07-22,"Across Coveted Lands; or, a Journey from Flushing (Holland) to Calcutta Overland",en,"Landor, Arnold Henry Savage, 1865-1924",Travel,8610
8611,22120,Text,2007-07-22,"Chaucer's Works, Volume 4 â The Canterbury Tales",enm,"Chaucer, Geoffrey, 1343?-1400; Skeat, Walter W. (Walter William), 1835-1912 [Editor]",Best Books Ever Listings,8611
8612,22123,Text,2007-07-23,Zum wilden Mann,de,"Raabe, Wilhelm, 1831-1910",DE Prosa,8612
8613,22125,Text,2007-07-23,"The Venetian Painters of the Renaissance
Third Edition",en,"Berenson, Bernard, 1865-1959",Art,8613
8614,22126,Text,2007-07-24,"Notes and Queries, Number 35, June 29, 1850
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Notes and Queries,8614
8615,22127,Text,2007-07-24,"Notes and Queries, Number 34, June 22, 1850
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Notes and Queries,8615
8616,22129,Text,2007-07-24,"""Wee Tim'rous Beasties"": Studies of Animal life and Character",en,"English, Douglas, 1870-1939",Biology,8616
8617,22130,Text,2007-07-24,"The Idler Magazine, Volume III, April 1893
An Illustrated Monthly",en,Various,The Idler,8617
8618,22131,Text,2007-07-24,"The Story of the Upper Canadian Rebellion, Volume 1",en,"Dent, John Charles, 1841-1888",Canada,8618
8619,22132,Text,2007-07-24,Giants on the Earth,en,"Meek, S. P. (Sterner St. Paul), 1894-1972",Science Fiction; Astounding Stories,8619
8620,22133,Text,2007-07-24,"Punch, or the London Charivari, Vol. 104, February 18, 1893",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",Punch,8620
8621,22136,Text,2007-07-24,"The Book-Hunter
A New Edition, with a Memoir of the Author",en,"Burton, John Hill, 1809-1881",Bibliomania,8621
8622,22138,Text,2007-07-24,"Notes and Queries, Number 54, November 9, 1850
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Notes and Queries,8622
8623,22145,Text,2007-07-25,A Book of Burlesques,en,"Mencken, H. L. (Henry Louis), 1880-1956",Humor,8623
8624,22146,Text,2007-07-25,"De Turkey and De Law
A Comedy in Three Acts",en,"Hurston, Zora Neale, 1891-1960",African American Writers,8624
8625,22148,Text,2007-07-25,A Narrative of some of the Lord's Dealings with George MÃ¼ller. Part 3,en,"MÃ¼ller, George, 1805-1898",DE Lyrik,8625
8626,22149,Text,2007-07-26,"The Journal of Negro History, Volume 6, 1921",en,Various,The Journal of Negro History; DE Lyrik,8626
8627,22153,Text,2007-07-26,Pagan and Christian Rome,en,"Lanciani, Rodolfo Amedeo, 1847-1929",Archaeology,8627
8628,22154,Text,2007-07-26,Creatures of Vibration,en,"Vincent, Harl, 1893-1968",Science Fiction; Astounding Stories,8628
8629,22156,Text,2007-07-26,The Boy with the U. S. Weather Men,en,"Rolt-Wheeler, Francis, 1876-1960",Children's Book Series,8629
8630,22157,Text,2007-07-27,Lectures on Stellar Statistics,en,"Charlier, C. V. L. (Carl Vilhelm Ludwig), 1862-1934",Astronomy,8630
8631,22158,Text,2007-07-27,The Lure of the Mask,en,"MacGrath, Harold, 1871-1932; Anderson, Karl, 1874-1956 [Illustrator]; Fisher, Harrison, 1875-1934 [Illustrator]","Bestsellers, American, 1895-1923",8631
8632,22159,Text,2007-07-27,Gespenster: Ein Familiendrama in drei AufzÃ¼gen,de,"Ibsen, Henrik, 1828-1906; Borch, M. von (Marie), 1853-1895 [Translator]",DE Drama,8632
8633,22160,Text,2007-07-27,Studien und Plaudereien. First Series,de,"Stern, Sigmon M. (Sigmon Martin)",Language Education; DE Sachbuch,8633
8634,22161,Text,2007-07-27,"Chambers's Edinburgh Journal, No. 450
Volume 18, New Series, August 14, 1852",en,"Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal,8634
8635,22163,Text,2007-07-28,"The Rover Boys on the Farm; or, Last Days at Putnam Hall",en,"Stratemeyer, Edward, 1862-1930",Children's Book Series; School Stories,8635
8636,22164,Text,2007-07-28,A Modern Tomboy: A Story for Girls,en,"Meade, L. T., 1854-1914",Children's Fiction,8636
8637,22165,Text,2007-07-28,My Studio Neighbors,en,"Gibson, W. Hamilton (William Hamilton), 1850-1896",Biology,8637
8638,22166,Text,2007-07-28,"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Volume IV, Georgia Narratives, Part 2",en,United States. Work Projects Administration,Slavery,8638
8639,22167,Text,2007-07-28,"C. F. Gellerts SÃ¤mmtliche Schriften
Zweyter Theil",de,"Gellert, Christian FÃ¼rchtegott, 1715-1769",DE Lyrik,8639
8640,22168,Text,2007-07-28,"The Golden Spears
And Other Fairy Tales",en,"Leamy, Edmund, 1848-1904; Turner, Corinne [Illustrator]","Children's Myths, Fairy Tales, etc.",8640
8641,22169,Text,2007-07-28,The Story of the Barbary Corsairs,en,"Kelley, J. D. Jerrold (James Douglas Jerrold), 1847-1922; Lane-Poole, Stanley, 1854-1931","Children's History; Pirates, Buccaneers, Corsairs, etc.",8641
8642,22170,Text,2007-07-30,Five Lectures on Blindness,en,"Foley, Kate M.",Sociology,8642
8643,22171,Text,2007-07-30,The Radiant Shell,en,"Ernst, Paul, 1899-1985",Science Fiction; Astounding Stories,8643
8644,22172,Text,2007-07-30,"The Knickerbocker, or New-York Monthly Magazine, May 1844
Volume 23, Number 5",en,"Various; Clark, Lewis Gaylord, 1808-1873 [Editor]",The Knickerbocker,8644
8645,22174,Text,2007-07-30,Andrew Melville,en,"Morison, William, 1843-1937",Famous Scots Series,8645
8646,22175,Text,2007-07-30,"Stories from the Ballads, Told to the Children",en,"Macgregor, Mary; Cameron, Katharine, 1874-1965 [Illustrator]","Children's Anthologies; Children's Myths, Fairy Tales, etc.",8646
8647,22176,Text,2007-07-30,The Winged Men of Orcon: A Complete Novelette,en,"Sparks, David R.",Science Fiction; Astounding Stories,8647
8648,22178,Text,2007-07-30,"Chambers's Edinburgh Journal, No. 451
Volume 18, New Series, August 21, 1852",en,"Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal,8648
8649,22181,Text,2007-07-30,"The Maid and the Magpie
An Interesting Tale Founded on Facts",en,"Moreton, Charles",Children's Picture Books,8649
8650,22183,Text,2007-07-31,"Wilton School; or, Harry Campbell's Revenge",en,"Weatherly, F. E. (Frederic Edward), 1848-1929",School Stories,8650
8651,22187,Text,2007-07-31,"Chambers's Edinburgh Journal, No. 452
Volume 18, New Series, August 28, 1852",en,"Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal,8651
8652,22192,Text,2007-08-01,Ce que vaut une femme: TraitÃ© d'Ã©ducation morale et pratique des jeunes filles,fr,"Roch, Ãline",FR Education et Enseignement,8652
8653,22199,Text,2007-08-01,"Chambers's Edinburgh Journal, No. 453
Volume 18, New Series, September 4, 1852",en,"Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal,8653
8654,22201,Text,2007-08-01,"The Butterfly's Funeral
A Sequel to the Butterfly's Ball and Grasshopper's Feast",en,J. L. B.,Children's Picture Books,8654
8655,22209,Text,2007-08-01,"Siegfried, der Held",de,"Herzog, Rudolf, 1869-1943",DE Kinderbuch,8655
8656,22215,Text,2007-08-02,The Frozen Pirate,en,"Russell, William Clark, 1844-1911","Pirates, Buccaneers, Corsairs, etc.",8656
8657,22216,Text,2007-08-02,Project Mastodon,en,"Simak, Clifford D., 1904-1988",Science Fiction,8657
8658,22217,Text,2007-08-02,My Reminiscences,en,"Tagore, Rabindranath, 1861-1941; Hesh, Sasi Kumar [Illustrator]",India,8658
8659,22218,Text,2007-08-02,The Street That Wasn't There,en,"Jacobi, Carl, 1908-1997; Simak, Clifford D., 1904-1988",Science Fiction,8659
8660,22224,Text,2007-08-02,At Aboukir and Acre: A Story of Napoleon's Invasion of Egypt,en,"Henty, G. A. (George Alfred), 1832-1902",Children's Fiction; Egypt,8660
8661,22225,Text,2007-08-03,Mary Louise in the Country,en,"Baum, L. Frank (Lyman Frank), 1856-1919; St. John, J. Allen (James Allen), 1872-1957 [Illustrator]",Children's Book Series; Children's Literature,8661
8662,22226,Text,2007-08-03,The Whispering Spheres,en,"Winterbotham, R. R. (Russell Robert), 1904-1971",Science Fiction,8662
8663,22227,Text,2007-08-03,The 4-D Doodler,en,"Waldeyer, Graph",Science Fiction,8663
8664,22234,Text,2007-08-04,"Aunt Jo's Scrap Bag, Volume 5
Jimmy's Cruise in the Pinafore, Etc.",en,"Alcott, Louisa May, 1832-1888",Children's Literature,8664
8665,22235,Text,2007-08-04,FrÃ¤ulein Julie: Naturalistisches Trauerspiel,de,"Strindberg, August, 1849-1912; Brausewetter, Ernst, 1863-1904 [Translator]",DE Drama,8665
8666,22239,Text,2007-08-04,Security,en,"Anderson, Poul, 1926-2001",Science Fiction,8666
8667,22245,Text,2007-08-05,Steve and the Steam Engine,en,"Bassett, Sara Ware, 1872-1968; Scott, A. O. (Arthur O.) [Illustrator]",Children's Fiction; Children's Instructional Books,8667
8668,22248,Text,2007-08-05,The Indian Fairy Book: From the Original Legends,en,"Mathews, Cornelius, 1817-1889; McLenan, John, 1827-1866 [Illustrator]","Folklore; Native America; Children's Myths, Fairy Tales, etc.",8668
8669,22250,Text,2007-08-05,"Lippincott's Magazine of Popular Literature and Science, Vol. 22, September, 1878",en,Various,Lippincott's Magazine,8669
8670,22252,Text,2007-08-06,Rollo on the Atlantic,en,"Abbott, Jacob, 1803-1879",Children's Book Series,8670
8671,22253,Text,2007-08-06,L'HumanitÃ© prÃ©historique,fr,"Morgan, J. de (Jacques), 1857-1924",FR Histoire,8671
8672,22254,Text,2007-08-06,"The Substance of a Journal During a Residence at the Red River Colony, British North America
and Frequent Excursions Among the North-West American
Indians, In the Years 1820, 1821, 1822, 1823.",en,"West, John, 1778-1845",Native America,8672
8673,22257,Text,2007-08-06,Bulgaria,en,"Fox, Frank, 1874-1960; Mrkvicka, Jan Vaclav, 1856-1938 [Illustrator]; Pocock, Noel [Illustrator]",Bulgaria,8673
8674,22259,Text,2007-08-06,"The Legacy of Greece
Essays By: Gilbert Murray, W. R. Inge, J. Burnet, Sir T. L. Heath, D'arcy W. Thompson, Charles Singer, R. W. Livingston, A. Toynbee, A. E. Zimmern, Percy Gardner, Sir Reginald Blomfield",en,"Livingstone, Richard Winn, Sir, 1880-1960 [Editor]",Greece,8674
8675,22260,Text,2007-08-07,"Bell's Cathedrals: The Abbey Church of Tewkesbury
with some Account of the Priory Church of Deerhurst Gloucestershire",en,"MassÃ©, H. J. L. J. (Henri Jean Louis Joseph), 1860-",Architecture,8675
8676,22261,Text,2007-08-07,"A Ioyfull medytacyon to all Englonde of the coronacyon of our moost naturall souerayne lorde kynge Henry the eyght
(A Joyful Meditation of the Coronation of King Henry the Eighth)",en,"Hawes, Stephen, -1523?",United Kingdom,8676
8677,22262,Text,2007-08-07,Sans-peur le corsaire,fr,"La Landelle, G. de, 1812-1886","Pirates, Buccaneers, Corsairs, etc.; FR Jeunesse",8677
8678,22265,Text,2007-08-08,Frank Merriwell's Cruise,en,"Standish, Burt L., 1866-1945",Children's Book Series,8678
8679,22266,Text,2007-08-08,Paris nouveau et Paris futur,fr,"Fournel, Victor, 1829-1894",France; FR Villes,8679
8680,22268,Text,2007-08-08,"Histoire de la Nouvelle-France
(Version 1617)",fr,"Lescarbot, Marc, 1570-1641",France; FR Histoire,8680
8681,22269,Text,2007-08-08,The Autobiography of Madame Guyon,en,"Guyon, Jeanne Marie Bouvier de la Motte, 1648-1717",United Kingdom,8681
8682,22282,Text,2007-08-09,Uncle Remus and Brer Rabbit,en,"Harris, Joel Chandler, 1848-1908",Children's Picture Books,8682
8683,22283,Text,2007-08-09,Mind and Motion and Monism,en,"Romanes, George John, 1848-1894",Philosophy,8683
8684,22285,Text,2007-08-09,An American Suffragette,en,"Stevens, Isaac Newton, 1858-1920",Suffrage,8684
8685,22288,Text,2007-08-09,Chinese Painters: A Critical Study,en,"Petrucci, RaphaÃ«l, 1872-1917; Binyon, Laurence, 1869-1943 [Commentator]; Seaver, Frances [Translator]",Art,8685
8686,22294,Text,2007-08-10,Robert Louis Stevenson,en,"Black, Margaret Moyes, 1853-1935",Famous Scots Series,8686
8687,22298,Text,2007-08-11,Practical Mechanics for Boys,en,"Zerbe, James Slough, 1850-",Technology,8687
8688,22299,Text,2007-08-11,Cantos Sagrados,pt,"Arriaga, Manuel de, 1840-1917",PT Poesia,8688
8689,22300,Text,2007-08-11,"The Menorah Journal, Volume 1, 1915",en,Various,The Menorah Journal,8689
8690,22301,Text,2007-08-11,Valley of Dreams,en,"Weinbaum, Stanley G. (Stanley Grauman), 1902-1935",Science Fiction,8690
8691,22302,Text,2007-08-13,The Western United States: A Geographical Reader,en,"Fairbanks, Harold W. (Harold Wellman), 1860-",United States,8691
8692,22305,Text,2007-08-13,The Naval History of the United States. Volume 1,en,"Abbot, Willis J. (Willis John), 1863-1934",United States,8692
8693,22307,Text,2007-08-13,"The Grammar School Boys of Gridley; or, Dick & Co. Start Things Moving",en,"Hancock, H. Irving (Harrie Irving), 1868-1922",Children's Book Series; School Stories,8693
8694,22308,Text,2007-08-13,"Golden Moments
Bright Stories for Young Folks",en,Anonymous,Children's Anthologies,8694
8695,22312,Text,2007-08-14,"Northern Nut Growers Association Report of the Proceedings at the Second Annual Meeting
Ithaca, New York, December 14 and 15, 1911",en,Northern Nut Growers Association [Editor],Northern Nut Growers Association,8695
8696,22313,Text,2007-08-14,"Punch, or the London Charivari, Volume 150, February 2, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",Punch,8696
8697,22323,Text,2007-08-14,Impressions of South Africa,en,"Bryce, James Bryce, Viscount, 1838-1922",South Africa,8697
8698,22325,Text,2007-08-15,The Art of Modern Lace Making,en,Butterick Publishing Company [Publisher],Crafts; Technology,8698
8699,22327,Text,2007-08-15,Development of the Digestive Canal of the American Alligator,en,"Reese, A. M. (Albert Moore), 1872-; Reese, C. M. [Illustrator]",Biology,8699
8700,22330,Text,2007-08-16,"Clepsydra
PoÃªmas de Camillo Pessanha",pt,"Pessanha, Camilo Almeida, 1867-1926",PT Poesia,8700
8701,22331,Text,2007-08-16,"The Chocolate Soldier
Or, HeroismâThe Lost Chord of Christianity",en,"Studd, C. T. (Charles Thomas), 1860-1931",Punch,8701
8702,22332,Text,2007-08-16,Brain Twister,en,"Garrett, Randall, 1927-1987; Janifer, Laurence M., 1933-2002",Science Fiction,8702
8703,22335,Text,2007-08-16,Harrison's New Nursery Picture Book,en,"Harrison, J. [Compiler]",Children's Picture Books,8703
8704,22336,Text,2007-08-16,"Buchanan's Journal of Man, February 1887
Volume 1, Number 1",en,"Buchanan, Joseph R. (Joseph Rodes), 1814-1899 [Editor]",Buchanan's Journal of Man,8704
8705,22338,Text,2007-08-16,The Impossibles,en,"Garrett, Randall, 1927-1987; Janifer, Laurence M., 1933-2002",Science Fiction,8705
8706,22339,Text,2007-08-16,"Notes and Queries, Number 66, February 1, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Notes and Queries,8706
8707,22342,Text,2007-08-16,Supermind,en,"Garrett, Randall, 1927-1987; Janifer, Laurence M., 1933-2002",Science Fiction,8707
8708,22344,Text,2007-08-16,Remarks on the Subject of Lactation,en,"Morton, Edward",Physiology,8708
8709,22345,Text,2007-08-17,"Memoirs of the Private Life, Return, and Reign of Napoleon in 1815, Vol. I",en,"Fleury de Chaboulon, Pierre Alexandre Ãdouard, baron, 1779-1835",Biographies; France; Napoleonic(Bookshelf),8709
8710,22346,Text,2007-08-16,Exile,en,"Fyfe, H. B. (Horace Bowne), 1918-1997",Science Fiction,8710
8711,22352,Text,2007-08-18,American Boy's Life of Theodore Roosevelt,en,"Stratemeyer, Edward, 1862-1930",Children's Biography,8711
8712,22355,Text,2007-08-19,"Schelmuffskys wahrhaftige, kuriÃ¶se und sehr gefÃ¤hrliche Reisebeschreibung zu Wasser und zu Lande",de,"Reuter, Christian, 1665-1712; Fritz, Gottlieb, 1873-1934 [Editor]; Berwald, Ludwig [Illustrator]",DE Prosa,8712
8713,22356,Text,2007-08-19,L'hÃ©rÃ©siarque et Cie,fr,"Apollinaire, Guillaume, 1880-1918",FR Nouvelles,8713
8714,22364,Text,2007-08-21,The Philosophy of the Moral Feelings,en,"Abercrombie, John, 1780-1844",Philosophy,8714
8715,22367,Text,2007-08-21,Die Verwandlung,de,"Kafka, Franz, 1883-1924",DE Prosa,8715
8716,22369,Text,2007-08-21,"Notes and Queries, Number 182, April 23, 1853
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Notes and Queries,8716
8717,22373,Text,2007-08-22,Russian Fairy Tales: A Choice Collection of Muscovite Folk-lore,en,"Ralston, William Ralston Shedden, 1828-1889 [Translator]","Folklore; Children's Myths, Fairy Tales, etc.",8717
8718,22375,Text,2007-08-22,"The Atlantic Monthly, Volume 17, No. 104, June, 1866
A Magazine of Literature, Science, Art, and Politics",en,Various,The Atlantic Monthly,8718
8719,22377,Text,2007-08-23,Rollo in Switzerland,en,"Abbott, Jacob, 1803-1879",Children's Book Series,8719
8720,22379,Text,2007-08-23,Masters of Water-Colour Painting,en,"Cundall, H. M. (Herbert Minton), 1848-1940 [Author of introduction, etc.]; Holme, C. Geoffrey (Charles Geoffrey), 1887-1954 [Editor]",Art,8720
8721,22380,Text,2007-08-23,"Punch, or the London Charivari, Volume 104, March 4, 1893",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",Punch,8721
8722,22381,Text,2007-08-23,Myths and Legends of Ancient Greece and Rome,en,"Berens, E. M.",Mythology; Greece,8722
8723,22382,Text,2007-08-23,The Iliad of Homer (1873),en,"Homer, 750? BCE-650? BCE; Buckley, Theodore Alois, 1825-1856 [Translator]",Classical Antiquity,8723
8724,22383,Text,2007-08-24,Montaigne et FranÃ§ois Bacon,fr,"Villey, Pierre, 1879-1933",FR LittÃ©rature,8724
8725,22384,Text,2007-08-24,Chateaubriand et Madame de Custine: Episodes et correspondance inÃ©dite,fr,"Chateaubriand, FranÃ§ois-RenÃ©, vicomte de, 1768-1848; ChÃ©dieu de Robethon, Ãmile, 1814-; Custine, Delphine de Sabran, marquise de, 1770-1826","FR Biographie, MÃ©moires, Journal intime, Correspondance",8725
8726,22385,Text,2007-08-25,"MÃ©moires du duc de Rovigo, pour servir Ã  l'histoire de l'empereur NapolÃ©on, Tome 5",fr,"Savary, Anne-Jean-Marie-RenÃ©, duc de Rovigo, 1774-1833",France; FR Histoire,8726
8727,22386,Text,2007-08-25,"MÃ©moires du duc de Rovigo, pour servir Ã  l'histoire de l'empereur NapolÃ©on, Tome 7",fr,"Savary, Anne-Jean-Marie-RenÃ©, duc de Rovigo, 1774-1833",France; FR Histoire,8727
8728,22388,Text,2007-08-25,Le songe dorÃ© de la pucelle,fr,Anonymous,FR SÃ©duction et libertinage,8728
8729,22389,Text,2007-08-25,"Minna von Barnhelm
ViisinÃ¤ytÃ¶ksinen huvinÃ¤ytelmÃ¤",fi,"Lessing, Gotthold Ephraim, 1729-1781; Lahdensuo, Jalmari, 1880-1931 [Translator]",Harvard Classics,8729
8730,22391,Text,2007-08-25,Kritik des Herzens,de,"Busch, Wilhelm, 1832-1908",DE Lyrik,8730
8731,22392,Text,2007-08-25,Essentials in Conducting,en,"Gehrkens, Karl Wilson, 1882-1975",Music,8731
8732,22393,Text,2007-08-25,Bases pour servir aux entreprises de colonisation  dans les territoires nationaux de la Republique Argentine,fr,"Brougnes, Auguste, 1812-",FR Voyages et pays,8732
8733,22394,Text,2007-08-25,Åuvres complÃ¨tes de Alfred de Musset â Tome 4,fr,"Musset, Alfred de, 1810-1857",FR ThÃ©Ã¢tre,8733
8734,22395,Text,2007-08-25,"O Melro
(Fragmento)",pt,"Junqueiro, AbÃ­lio Manuel Guerra, 1850-1923",PT Poesia,8734
8735,22396,Text,2007-08-25,"King Arthur's Knights
The Tales Re-told for Boys & Girls",en,"Gilbert, Henry, 1868-; Crane, Walter, 1845-1915 [Illustrator]","Arthurian Legends; Children's Myths, Fairy Tales, etc.",8735
8736,22397,Text,2007-08-25,"Shakespearean Playhouses
A History of English Theatres from the Beginnings to the Restoration",en,"Adams, Joseph Quincy, 1881-1946",Architecture; United Kingdom,8736
8737,22402,Text,2007-08-26,"Lippincott's Magazine of Popular Literature and Science, Volume 11, No. 24, March, 1873",en,Various,Lippincott's Magazine,8737
8738,22406,Text,2007-08-26,The Little People of the Snow,en,"Bryant, William Cullen, 1794-1878; Bobbett, Albert, 1824?-1889? [Engraver]; Fredericks, Alfred, -1926 [Illustrator]",Children's Picture Books,8738
8739,22408,Text,2007-08-26,Chatterbox Stories of Natural History,en,Anonymous,Children's Instructional Books,8739
8740,22409,Text,2007-08-26,A Woman who went to Alaska,en,"Sullivan, May Kellogg",Women's Travel Journals,8740
8741,22412,Text,2007-08-26,"Duas Paginas Dos Quatorze Annos
Poesias Por Abilio Guerra Junqueiro",pt,"Junqueiro, AbÃ­lio Manuel Guerra, 1850-1923",PT Poesia,8741
8742,22413,Text,2007-08-26,"Alaeddin und die Wunderlampe
aus Tausend und eine Nacht",de,"Moreck, Curt, 1888-1957; Staeger, Ferdinand, 1880-1976 [Illustrator]","Children's Myths, Fairy Tales, etc.; DE Kinderbuch",8742
8743,22416,Text,2007-08-27,"L'Illustration, No. 3730, 22 AoÃ»t 1914",fr,Various,L'Illustration,8743
8744,22419,Text,2007-08-27,"The Arena, Volume 4, No. 22, September, 1891",en,"Various; Flower, B. O. (Benjamin Orange), 1858-1918 [Editor]",The Arena,8744
8745,22420,Text,2007-08-27,The Book of Nature Myths,en,"Holbrook, Florence, 1860-1932","Children's Instructional Books; Children's Myths, Fairy Tales, etc.",8745
8746,22424,Text,2007-08-29,Frank Merriwell Down South,en,"Standish, Burt L., 1866-1945",Children's Book Series,8746
8747,22425,Text,2007-08-29,"Stanford Achievement Test, Ed. 1922
Advanced Examination, Form A, for Grades 4-8",en,"Kelley, Truman Lee, 1884-1961; Ruch, G. M. (Giles Murrel), 1892-1943; Terman, Lewis M. (Lewis Madison), 1877-1956",Children's Instructional Books,8747
8748,22426,Text,2007-08-29,The Players,en,"Cole, Everett B., 1918-1977",Science Fiction,8748
8749,22428,Text,2007-08-29,"Contributions to the Theory of Natural Selection
A Series of Essays",en,"Wallace, Alfred Russel, 1823-1913",Biology,8749
8750,22429,Text,2007-08-29,"L'Illustration, No. 3728, 8 AoÃ»t 1914",fr,Various,L'Illustration,8750
8751,22430,Text,2007-08-29,Evolution in Modern Thought,en,"Bateson, William, 1861-1926 [Contributor]; BouglÃ©, CÃ©lestin Charles Alfred, 1870-1940 [Contributor]; Bury, J. B. (John Bagnell), 1861-1927 [Contributor]; Haeckel, Ernst, 1834-1919 [Contributor]; HÃ¸ffding, Harald, 1843-1931 [Contributor]; Morgan, C. Lloyd (Conwy Lloyd), 1852-1936 [Contributor]; Schwalbe, Gustav Albert, 1844-1916 [Contributor]; Thomson, J. Arthur (John Arthur), 1861-1933 [Contributor]; Waggett, P. N. (Philip Napier), 1862-1939 [Contributor]; Weismann, August, 1834-1914 [Contributor]",Biology,8751
8752,22431,Text,2007-08-29,"Dave Darrin on Mediterranean Service; or, With Dan Dalzell on European Duty",en,"Hancock, H. Irving (Harrie Irving), 1868-1922",Children's Book Series,8752
8753,22433,Text,2007-08-29,"Breaking Away; or, The Fortunes of a Student",en,"Optic, Oliver, 1822-1897; Kilburn, Samuel Smith [Illustrator]",Children's Fiction,8753
8754,22456,Text,2007-08-29,The Aeneid of Virgil,en,"Virgil, 70 BCE-19 BCE; Mackail, J. W. (John William), 1859-1945 [Translator]",Classical Antiquity; Harvard Classics,8754
8755,22460,Text,2007-08-30,"New York Times Current History; The European War, Vol 2, No. 5, August, 1915",en,Various,Current History,8755
8756,22462,Text,2007-08-30,Slingshot,en,"Lande, Irving W.; Emshwiller, Ed, 1925-1990 [Illustrator]",Science Fiction,8756
8757,22464,Text,2007-08-31,The Last of the Chiefs: A Story of the Great Sioux War,en,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",Children's Fiction; Native America,8757
8758,22465,Text,2007-08-31,"Der Weihnachtsabend
Eine Geistergeschichte",de,"Dickens, Charles, 1812-1870; Seybt, Julius, -1871 [Translator]",DE Prosa,8758
8759,22466,Text,2007-08-31,The Ultimate Experiment,en,"DeKy, Thornton",Science Fiction,8759
8760,22467,Text,2007-08-31,Sand Doom,en,"Leinster, Murray, 1896-1975",Science Fiction,8760
8761,22468,Text,2007-08-31,Cintra,pt,"BeirÃ£o, MÃ¡rio Pires Gomes, 1890-1965",PT Poesia,8761
8762,22469,Text,2007-08-31,A morte do athleta,pt,"Leal, AntÃ³nio Duarte Gomes, 1848-1921",PT Poesia,8762
8763,22470,Text,2007-08-31,The Bell Tone,en,"Leftwich, Edmund Harry",Science Fiction,8763
8764,22473,Text,2007-08-31,"Onder de wilde stammen op de grenzen van Afghanistan
De Aarde en haar Volken, 1917",nl,"Pennell, T. L. (Theodore Leighton), 1867-1912",De Aarde en haar Volken,8764
8765,22481,Text,2007-08-31,"Een Reis naar het Land van de Cacao en de Suiker
De Aarde en haar Volken, 1908",nl,"Dufau, Th.",De Aarde en haar Volken,8765
8766,22483,Text,2007-08-31,Across Unknown South America,en,"Landor, Arnold Henry Savage, 1865-1924",South America,8766
8767,22484,Text,2007-09-01,"Gardening Indoors and Under Glass
A Practical Guide to the Planting, Care and Propagation of House Plants, and to the Construction and Management of Hotbed, Coldframe and Small Greenhouse",en,"Rockwell, F. F. (Frederick Frye), 1884-1976",Horticulture,8767
8768,22485,Text,2007-09-01,"Devon, Its Moorlands, Streams and Coasts",en,"Northcote, Rosalind, 1873-1950; Widgery, F. J. (Frederick John), 1861-1942 [Illustrator]",United Kingdom,8768
8769,22486,Text,2007-09-01,"Punch, or the London Charivari, Vol. 104, February 25, 1893",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",Punch,8769
